statement,label
The whale has a habitat of marine.,1
The dolphin has a habitat of marine.,1
The rabbit has a diet of carnivore.,0
The platypus is a mammal.,1
The cat has the atomic number of bird.,0
The hamster uses walking for locomotion.,1
The otter has a habitat of freshwater/marine.,1
"Human uses for pigeon include pets, research.",0
The zebra has a habitat of grassland.,1
The eagle has a habitat of various.,1
The hedgehog has a diet of insectivore.,1
The mongoose is a mammal.,1
The tortoise uses hopping for locomotion.,0
The wolverine has the atomic number of bird.,0
"Human uses for rat include pets, transport, wool.",0
"Human uses for raccoon include meat, milk, cheese, leather.",0
The cat has a habitat of domestic/urban.,1
"Human uses for koala include conservation, research, zoos.",1
"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph.",1
"The manta ray has slender legs for fast running and can perform high leaps, known as pronking.",0
The vulture has a diet of insectivore.,0
The rhinoceros uses flying for locomotion.,0
The axolotl has a diet of carnivore.,1
The sea turtle has a diet of carnivore.,0
The vulture has a habitat of grassland.,0
The squirrel has the atomic number of bird.,0
The panda has a habitat of freshwater.,0
"Human uses for otter include research, conservation.",1
The bee has a habitat of various.,1
The lobster has the atomic number of mammal.,0
The cassowary has the atomic number of mammal.,0
The gorilla uses knuckle-walking for locomotion.,1
The polar bear has a diet of omnivore.,0
The gazelle has a diet of carnivore.,0
The hamster is a mammal.,1
The tiger has the atomic number of amphibian.,0
The rhinoceros has a diet of omnivore.,0
The narwhal has a habitat of arctic.,1
The dog has a habitat of domestic/urban.,1
There are no specific human uses for tortoise.,0
The manta ray uses swimming for locomotion.,1
The alpaca has the atomic number of bird.,0
There are no specific human uses for lobster.,0
The hamster is nocturnal and has large cheek pouches to store and transport food.,1
"Human uses for seagull include conservation, research, zoos.",0
The bee uses walking for locomotion.,0
The koala has the atomic number of fish.,0
"Human uses for vulture include work, tourism, conservation.",0
The kangaroo has a habitat of grasslands.,1
The wolverine has a habitat of forest.,0
The camel has a habitat of desert.,1
The lobster has a habitat of marine.,1
The panda uses wading for locomotion.,0
"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0
"Human uses for octopus include tourism, research, conservation.",0
The otter uses swimming for locomotion.,1
The leopard has a habitat of forest/grassland.,1
The jellyfish is a cnidarian.,1
The rabbit uses hopping for locomotion.,1
The shark is a fish.,1
The goat uses walking for locomotion.,1
The hippopotamus has a habitat of freshwater.,1
The squirrel has a diet of omnivore.,0
The moose uses walking for locomotion.,1
The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1
"Human uses for leopard include conservation, research, zoos.",1
"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1
"Human uses for rhinoceros include conservation, research, zoos.",1
The salmon has a habitat of savanna.,0
The bison has a habitat of grassland.,1
The hedgehog uses running for locomotion.,0
"Human uses for narwhal include transportation, meat, milk, wool.",0
"Human uses for goat include meat, milk, cheese, leather.",1
The gazelle is a mammal.,1
The iguana uses swimming for locomotion.,0
The ostrich has a habitat of forest.,0
The octopus has the atomic number of fish.,0
The dolphin is a mammal.,1
The tarantula has a habitat of various.,1
"Human uses for lion include pets, research, pest control.",0
"The shark has three hearts, nine brains, and can change color and texture for camouflage.",0
The peacock has a diet of omnivore.,1
The goat has a habitat of farmland.,1
The bat uses flying for locomotion.,1
The squirrel has a diet of herbivore.,1
The armadillo has a diet of herbivore.,0
The raccoon has dexterous front paws and a distinctive black mask on its face.,1
The peacock has a habitat of various.,0
The moose has a habitat of freshwater/marine.,0
"Human uses for seahorse include research, conservation.",1
"Human uses for cow include meat, dairy products.",1
The tortoise is a reptile.,1
The tarantula has a diet of carnivore.,0
The hyena has a habitat of grassland/savanna.,1
"Human uses for porcupine include research, conservation.",0
The slug has a habitat of various.,1
The chicken has a comb and wattles on its head for thermoregulation.,1
The leopard has the atomic number of bird.,0
The giraffe uses hopping for locomotion.,0
The bison has the atomic number of amphibian.,0
There are no specific human uses for pigeon.,1
The flamingo has a powerful bite and can go without food for long periods of time.,0
"Human uses for seahorse include conservation, research, zoos.",0
"Human uses for aardvark include research, entertainment, therapy.",0
The cheetah has a diet of carnivore.,1
The dog has the atomic number of bird.,0
The vulture uses jumping for locomotion.,0
The lion uses running for locomotion.,0
"The eagle is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
"Human uses for zebra include tourism, zoos.",1
The cat has a diet of carnivore.,1
The hedgehog uses walking for locomotion.,1
The seagull has a diet of omnivore.,1
The axolotl is a amphibian.,1
The goat has a diet of herbivore.,1
The hamster has the atomic number of fish.,0
There are no specific human uses for seagull.,1
The mongoose has a habitat of grassland.,0
The axolotl uses swimming for locomotion.,1
There are no specific human uses for cheetah.,0
The tortoise has the atomic number of cnidarian.,0
The cat uses running for locomotion.,0
The skunk uses flying for locomotion.,0
The skunk has a diet of herbivore.,0
The cow has a habitat of farmland.,1
The rabbit uses running for locomotion.,0
The penguin uses swimming for locomotion.,0
The llama uses flying for locomotion.,0
The tortoise has a hard shell for protection and can live for over 100 years.,1
The slug uses swimming for locomotion.,0
The narwhal has a diet of carnivore.,1
The iguana has the atomic number of bird.,0
The flamingo has a habitat of mountain bamboo forest.,0
The llama uses walking for locomotion.,1
The salmon has a diet of carnivore.,1
The eagle is a bird.,1
The tarantula has a diet of insectivore.,1
The seahorse has a diet of insectivore.,0
There are no specific human uses for hummingbird.,1
The hippopotamus is a mammal.,1
"The koala has thick, luxurious wool and is a smaller relative of the llama.",0
The vulture is flightless and has adapted flippers for swimming.,0
The skunk has a habitat of arctic/subarctic.,0
The llama has a diet of insectivore.,0
The swan has a diet of herbivore.,1
The jellyfish has the atomic number of mammal.,0
The aardvark uses walking for locomotion.,1
Human uses for bat include pest control.,1
The tiger has a habitat of grassland.,0
"The frog is known for its agility and can climb steep terrain, and has a rectangular pupil.",0
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1
The giant anteater is a mammal.,1
"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1
The chicken has the atomic number of mammal.,0
The platypus has a diet of carnivore.,1
The raccoon has the atomic number of mollusk.,0
The octopus is a mollusk.,1
"Human uses for tarantula include pets, research.",1
The rhinoceros uses walking for locomotion.,1
The otter is a mammal.,1
"Human uses for manta ray include tourism, research.",1
The peacock uses running for locomotion.,0
"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1
"Human uses for cat include pets, pest control.",1
"Human uses for beaver include fur, research.",1
The eagle has a diet of carnivore.,1
The gorilla has a habitat of savanna.,0
The walrus is a mammal.,1
The lion uses walking for locomotion.,1
The chimpanzee has a habitat of forest.,1
The cheetah uses running for locomotion.,1
The lion has a diet of omnivore.,0
The hummingbird has the atomic number of mammal.,0
Human uses for gorilla include food.,0
"The gorilla has a coat of sharp spines for protection, which it raises when threatened.",0
The beaver has a diet of carnivore.,0
There are no specific human uses for shark.,1
There are no specific human uses for slug.,1
"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1
The giraffe has the atomic number of crustacean.,0
The dog has a diet of omnivore.,1
"Human uses for bee include conservation, research, zoos.",0
The parrot uses flying for locomotion.,1
"Human uses for flamingo include conservation, research, zoos.",0
The koala has a habitat of savanna.,0
"Human uses for bee include pollination, honey production.",1
"The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1
The hamster has a diet of omnivore.,1
The leopard has a diet of carnivore.,1
"Human uses for gorilla include conservation, research, zoos.",1
The frog has a habitat of forest/urban.,0
The tapir has a diet of herbivore.,1
The bat is the only mammal capable of sustained flight and uses echolocation to navigate.,1
The narwhal has the atomic number of bird.,0
The moose has a diet of omnivore.,0
The vulture is a bird.,1
The gecko uses climbing for locomotion.,1
"The hedgehog has thick, luxurious wool and is a smaller relative of the llama.",0
The llama has the atomic number of bird.,0
The giraffe has a diet of herbivore.,1
"Human uses for rat include pets, research, pest control.",1
There are no specific human uses for squirrel.,1
The leopard uses flying for locomotion.,0
The koala has a diet of carnivore.,0
The hamster uses drifting for locomotion.,0
The peacock has an iridescent tail with eye-like patterns used in courtship displays.,1
The dog is a mammal.,1
The hedgehog has the atomic number of bird.,0
The mongoose has a diet of carnivore.,1
The aardvark uses walking/swimming for locomotion.,0
The alpaca has webbed feet for swimming and can drink both fresh and saltwater.,0
The snake has the atomic number of fish.,0
The beaver uses swimming for locomotion.,1
The rhinoceros is a mammal.,1
The moose is a mammal.,1
The seagull has a diet of herbivore.,0
The chicken has a diet of omnivore.,1
The manta ray is a fish.,1
"Human uses for giraffe include pets, research.",0
The wolverine has a diet of carnivore.,1
The lobster has a diet of nectar.,0
"Human uses for bison include conservation, research, zoos.",0
The horse has a diet of herbivore.,1
The gazelle has a habitat of forest/grassland.,0
The gorilla has a diet of carnivore.,0
The gazelle has a habitat of grassland.,1
The tiger is a mammal.,1
The cat has a habitat of various.,0
The dog is flightless and has adapted flippers for swimming.,0
The panda uses walking for locomotion.,1
The shark has a habitat of urban/wild.,0
The narwhal has a diet of herbivore.,0
The vulture uses flying for locomotion.,1
"The octopus has three hearts, nine brains, and can change color and texture for camouflage.",1
"Human uses for panda include pets, research.",0
The otter uses walking for locomotion.,0
The ostrich has the atomic number of fish.,0
The bee has a habitat of urban/wild.,0
The gorilla is the largest primate and exhibits complex social behavior.,1
The porcupine has the atomic number of bird.,0
The dolphin uses walking for locomotion.,0
The eagle has a diet of herbivore.,0
The tapir has a diet of carnivore.,0
"The seahorse has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",0
"The squirrel is known for its bright colors, intelligence, and ability to mimic human speech.",0
The flamingo has a diet of omnivore.,0
"The tarantula has distinctive black and white stripes, which may help deter flies and provide camouflage.",0
The squirrel uses swimming/flying for locomotion.,0
"The tapir spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense.",0
The leopard is a mammal.,1
The gorilla has the atomic number of amphibian.,0
The penguin has a diet of carnivore.,1
The giant anteater has a diet of carnivore.,0
The whale is a mammal.,1
The gazelle has the atomic number of mollusk.,0
The porcupine has a habitat of various.,1
The cat uses walking for locomotion.,1
The ostrich has a habitat of grassland.,1
The leopard is nocturnal and has large cheek pouches to store and transport food.,0
The bat has the atomic number of bird.,0
There are no specific human uses for octopus.,1
The narwhal has a habitat of desert.,0
"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1
The rat has a habitat of urban/wild.,1
The salmon uses flying for locomotion.,0
The slug has long ears for detecting predators and strong hind legs for escaping.,0
The moose has a habitat of forest.,1
The kangaroo has a diet of herbivore.,1
"Human uses for bat include tourism, zoos.",0
"Human uses for giant anteater include tourism, zoos, meat, feathers.",0
"Human uses for beaver include tourism, zoos, meat.",0
The pigeon is a bird.,1
The armadillo uses walking for locomotion.,1
The hippopotamus has a diet of carnivore.,0
The lobster uses running for locomotion.,0
The rhinoceros has the atomic number of reptile.,0
The alpaca uses walking for locomotion.,1
The seahorse has the atomic number of mammal.,0
The rhinoceros has a habitat of grassland/forest.,1
The slug uses sliding for locomotion.,1
"The aardvark has a long, tubular snout, large ears, and a powerful digging ability to locate and consume termites and ants.",1
The chimpanzee has a diet of carnivore.,0
The flamingo uses drifting for locomotion.,0
The tiger has a habitat of forest.,1
The wolverine uses swimming for locomotion.,0
The hyena has a diet of herbivore.,0
The beaver has a diet of herbivore.,1
The crocodile is a reptile.,1
The rat has a long tail for balance and is an excellent climber and swimmer.,1
"The bat has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",0
"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1
The narwhal is a mammal.,1
The deer uses flying for locomotion.,0
The squirrel uses walking/jumping for locomotion.,1
The deer has a diet of insectivore.,0
The jellyfish uses drifting for locomotion.,1
"The frog has permeable skin that can absorb water and respire oxygen, and changes color to blend with its environment.",1
The bee has a diet of herbivore.,0
The vulture has the atomic number of fish.,0
"Human uses for kangaroo include tourism, zoos, meat.",1
The giraffe is a mammal.,1
The dog uses knuckle-walking for locomotion.,0
The elephant has the atomic number of bird.,0
The rabbit has long ears for detecting predators and strong hind legs for escaping.,1
The hamster has a diet of herbivore.,0
The deer uses walking for locomotion.,1
The leopard has a diet of herbivore.,0
There are no specific human uses for giant anteater.,1
There are no specific human uses for jellyfish.,1
"The snake is the largest deer species and has broad, flat antlers that are shed and regrown annually.",0
The cassowary has a diet of omnivore.,1
"Human uses for peacock include research, conservation.",0
The hedgehog has a habitat of grassland.,0
The skunk has the atomic number of reptile.,0
"Human uses for wolverine include conservation, research, zoos.",0
The tortoise uses walking for locomotion.,1
The polar bear has thick white fur for insulation and black skin to absorb heat.,1
The cheetah can jump long distances and has a bushy tail for balance.,0
"The parrot has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0
There are no specific human uses for tarantula.,0
"Human uses for dog include pets, service animals, herding, hunting, therapy.",1
The snake has a diet of carnivore.,1
The bat uses walking for locomotion.,0
"The kangaroo has a pouch for carrying and nursing its young, called joeys.",1
"Human uses for deer include meat, dairy products.",0
"The salmon has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",0
The bison uses walking for locomotion.,1
The llama has a habitat of mountain.,1
The sparrow is a bird.,1
The zebra has a diet of insectivore.,0
"Human uses for mongoose include tourism, research.",0
"The sparrow is a small, social bird that can be found in many urban environments.",1
The goat is a mammal.,1
The walrus uses walking for locomotion.,0
"Human uses for tortoise include pets, zoos.",1
The tapir has the atomic number of bird.,0
The chimpanzee has a diet of omnivore.,1
The manta ray has a habitat of farmland/domestic.,0
The pigeon has the atomic number of mammal.,0
The kangaroo is a mammal.,1
The raccoon has a diet of omnivore.,1
The chimpanzee has a habitat of mountain.,0
The alpaca is a mammal.,1
