statement,label
Sulfur has the atomic number of 59.,0
Hafnium has the symbol Nd.,0
Praseodymium is in the Lanthanide group.,1
Arsenic has the symbol As.,1
Aluminum has the symbol Al.,1
Gadolinium is used in MRI contrast agents and X-ray tubes.,1
Copper has the symbol Cu.,1
Ytterbium is in the Lanthanide group.,1
Palladium is in the Transition metal group.,1
Promethium has the atomic number of 61.,1
Neodymium appears in its standard state as Solid.,1
Barium appears in its standard state as Gas.,0
Protactinium has the atomic number of 91.,1
Argon is a noble gas used as an inert atmosphere in welding and other applications.,1
Sodium appears in its standard state as Gas.,0
Uranium forms more compounds than any other element.,0
Iron appears in its standard state as Gas.,0
Antimony has the atomic number of 51.,1
Cobalt is in the Transition metal group.,1
Yttrium has the atomic number of 39.,1
Bismuth is in the Alkali metal group.,0
Samarium is in the Lanthanide group.,1
Lutetium is in the Lanthanide group.,1
Osmium is the densest naturally occurring element and is used in some alloys.,1
Tin has the atomic number of 50.,1
Promethium has the symbol Dy.,0
Europium has the atomic number of 63.,1
Molybdenum has the atomic number of 42.,1
Ytterbium appears in its standard state as Solid.,1
Niobium has the atomic number of 43.,0
Holmium has the symbol Tb.,0
Nickel is in the Lanthanide group.,0
Iron has the symbol Fe.,1
Francium is in the Alkali metal group.,1
Technetium has the symbol Tc.,1
Antimony appears in its standard state as Solid.,1
Argon has the atomic number of 18.,1
Terbium appears in its standard state as Gas.,0
Technetium has the symbol Ag.,0
Lutetium has the atomic number of 71.,1
Cobalt has the symbol Lu.,0
Iron appears in its standard state as Solid.,1
Polonium is a highly radioactive element used in some heaters for space probes.,1
Sulfur has the atomic number of 16.,1
Thulium appears in its standard state as Gas.,0
Aluminum is in the Post-transition metal group.,1
Promethium appears in its standard state as Solid.,1
Helium has the symbol Xe.,0
Thorium appears in its standard state as Liquid.,0
Manganese is an essential trace element in living organisms and is used to strengthen steel.,1
Yttrium appears in its standard state as Solid.,1
Carbon is in the Nonmetal group.,1
Rhodium is in the Lanthanide group.,0
Nickel has the symbol Rb.,0
Tungsten has the highest melting point of all elements and is used in lightbulb filaments.,1
Carbon appears in its standard state as Solid.,1
Niobium is used in superconducting materials and steel alloys.,1
Oxygen is in the Nonmetal group.,1
Uranium appears in its standard state as Gas.,0
Chromium is in the Actinide group.,0
Antimony is used in camera lenses and some batteries.,0
Neptunium appears in its standard state as Solid.,1
Mercury appears in its standard state as Liquid.,1
Zinc is in the Nonmetal group.,0
Krypton has the symbol Nb.,0
Boron has the symbol Pm.,0
Lutetium appears in its standard state as Gas.,0
Ruthenium has the atomic number of 62.,0
Osmium has the atomic number of 76.,1
Bismuth has the atomic number of 83.,1
"Phosphorus is essential for life and is a component of ATP, DNA, and RNA.",1
Lead is in the Noble gas group.,0
Phosphorus appears in its standard state as Gas.,0
Copper has the symbol Ta.,0
Thorium appears in its standard state as Solid.,1
Thallium has the atomic number of 82.,0
Niobium appears in its standard state as Solid.,1
Titanium has the symbol B.,0
Cesium is in the Alkali metal group.,1
Rubidium appears in its standard state as Gas.,0
Krypton appears in its standard state as Solid.,0
Yttrium appears in its standard state as Gas.,0
Cerium appears in its standard state as Gas.,0
Germanium appears in its standard state as Gas.,0
Protactinium is in the Actinide group.,1
Cobalt is used to galvanize steel and is an essential trace element in living organisms.,0
Radon is essential for bone formation and muscle function.,0
Yttrium is a noble gas used in some lighting applications and window insulation.,0
Thulium has the symbol Ne.,0
Hydrogen appears in its standard state as Gas.,1
Osmium has the symbol Rn.,0
Neon appears in its standard state as Solid.,0
Neodymium has the symbol Nd.,1
Chlorine is in the Halogen group.,1
Strontium appears in its standard state as Gas.,0
Manganese is in the Nonmetal group.,0
Uranium appears in its standard state as Solid.,1
Cobalt is in the Post-transition metal group.,0
Iridium has the symbol Fe.,0
Tungsten has the atomic number of 54.,0
Molybdenum is in the Post-transition metal group.,0
Cesium has the symbol Tc.,0
Potassium is an excellent conductor of electricity and is used in wiring and pipes.,0
Radon appears in its standard state as Gas.,1
Silver is a highly conductive and reflective metal used in jewelry and electronics.,1
Krypton is in the Alkaline earth metal group.,0
Scandium is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0
Mercury appears in its standard state as Solid.,0
"Tin is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",0
Neptunium is in the Actinide group.,1
Osmium appears in its standard state as Gas.,0
Polonium appears in its standard state as Gas.,0
Rubidium appears in its standard state as Solid.,1
Xenon has the atomic number of 37.,0
Mercury is a highly conductive and reflective metal used in jewelry and electronics.,0
Tin is in the Post-transition metal group.,1
Promethium is in the Lanthanide group.,1
Chromium is in the Transition metal group.,1
"Krypton is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",0
Yttrium is in the Transition metal group.,1
Arsenic is used in lasers and magnetic refrigeration.,0
Silver appears in its standard state as Solid.,1
Neon is in the Noble gas group.,1
Scandium has the atomic number of 53.,0
Neon is used in neon signs and produces a distinct reddish-orange glow.,1
Dysprosium has the symbol Dy.,1
Hydrogen is used in catalytic converters and self-cleaning ovens.,0
Europium has the symbol Ga.,0
Gadolinium has the symbol Gd.,1
Ruthenium has the atomic number of 44.,1
Tungsten has the atomic number of 74.,1
Iron is in the Lanthanide group.,0
Gadolinium appears in its standard state as Gas.,0
Technetium has the atomic number of 43.,1
Aluminum is in the Lanthanide group.,0
Protactinium is essential for bone formation and muscle function.,0
Helium has the symbol He.,1
Tantalum is used in green phosphors and lasers.,0
"Samarium is used in lasers, atomic clocks, and some solar cells.",0
Radon has the symbol Rn.,1
Thorium is a radioactive element used as a nuclear fuel in some reactors.,1
Carbon has the symbol In.,0
Calcium is in the Alkaline earth metal group.,1
Phosphorus has the atomic number of 37.,0
Germanium has the symbol Br.,0
Tellurium has the symbol O.,0
Lead has the symbol Na.,0
Polonium has the symbol Po.,1
Platinum has the symbol Pt.,1
Tin appears in its standard state as Liquid.,0
Iodine is a noble gas used as an inert atmosphere in welding and other applications.,0
Chromium appears in its standard state as Solid.,1
Sulfur has the symbol Cs.,0
Cesium appears in its standard state as Solid.,1
Radium has the symbol Sm.,0
Titanium is in the Transition metal group.,1
Manganese has the atomic number of 25.,1
Bismuth appears in its standard state as Solid.,1
Neodymium has the atomic number of 93.,0
Protactinium is in the Post-transition metal group.,0
Barium is in the Lanthanide group.,0
Antimony has the symbol Sb.,1
Protactinium has the symbol Ir.,0
Astatine has the symbol Mg.,0
"Thulium is a strong, lightweight metal used in aerospace and medical implants.",0
Potassium appears in its standard state as Gas.,0
Bromine is an essential component of proteins and DNA.,0
Iodine is essential for thyroid function and is used as a disinfectant.,1
Thulium is in the Transition metal group.,0
Technetium appears in its standard state as Solid.,1
Tin has the symbol Sn.,1
Indium has the atomic number of 49.,1
Calcium is a toxic element used in pesticides and some alloys.,0
Magnesium has the atomic number of 12.,1
Silver appears in its standard state as Gas.,0
Iodine has the symbol Nb.,0
Titanium is in the Nonmetal group.,0
Osmium has the atomic number of 82.,0
Rhodium is used in catalytic converters and as a plating for jewelry.,1
Thallium is in the Post-transition metal group.,1
Rubidium has the atomic number of 86.,0
Tellurium is in the Metalloid group.,1
Gadolinium is in the Transition metal group.,0
Terbium has the symbol Ta.,0
Xenon has the atomic number of 54.,1
Terbium is used in touchscreens and some semiconductors.,0
Tellurium has the atomic number of 39.,0
Nitrogen is in the Post-transition metal group.,0
Tantalum has the symbol Cs.,0
Rhenium is used in high-temperature alloys and catalytic converters.,1
Thorium is in the Transition metal group.,0
Silicon has the atomic number of 59.,0
Calcium appears in its standard state as Solid.,1
Cesium is a noble gas used in some lighting applications and window insulation.,0
Manganese has the symbol Mn.,1
Cesium has the atomic number of 73.,0
Radium has the atomic number of 89.,0
Phosphorus has the atomic number of 15.,1
Ytterbium has the highest melting point of all elements and is used in lightbulb filaments.,0
Polonium is in the Metalloid group.,1
Radon has the symbol H.,0
Polonium is in the Actinide group.,0
Xenon appears in its standard state as Gas.,1
Erbium appears in its standard state as Solid.,1
Tin has the atomic number of 75.,0
Lead has the symbol Pb.,1
"Bismuth is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",1
Hydrogen has the atomic number of 24.,0
Carbon forms more compounds than any other element.,1
Vanadium has the symbol Ba.,0
Radium has the symbol Ra.,1
"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments.",1
Indium is used to strengthen steel and in some high-capacity batteries.,0
Nitrogen has the symbol N.,1
Selenium appears in its standard state as Gas.,0
Scandium has the symbol Sc.,1
"Samarium is used in magnets, lasers, and neutron capture.",1
Polonium is used in powerful permanent magnets and lasers.,0
