statement,label
Charles Francis Jenkins lived in Germany.,0
Hedy Lamarr lived in Austria/U.S.,1
Charles Francis Richter invented the Richter scale.,1
Semyon Kirlian invented the Kirlian photography.,1
Luther Simjian invented the Bankograph (early ATM).,1
Frederick McKinley Jones lived in U.S.,1
James Hargreaves lived in U.K.,1
David Schwarz lived in Croatia.,1
Konrad Zuse lived in Germany.,1
Jacob Perkins lived in U.S.,1
George Pullman invented the Pullman railroad sleeping car.,1
Arthur Pitney lived in U.K.,0
John Boyd Dunlop lived in Scotland.,1
Ruth Handler invented the refracting telescope.,0
Sergey Brin and Larry Page invented the Google search engine.,1
Henry Bessemer invented the electret microphone.,0
Vint Cerf invented the internet protocol suite.,1
Charles Babbage lived in Hungary/U.S.,0
William Kelly invented the phonograph (independent inventor).,0
Frederick McKinley Jones invented the karaoke machine.,0
Hans von Ohain lived in Germany.,1
Richard Trevithick invented the airplane.,0
Sir Isaac Newton invented the celluloid.,0
Eugene Polley invented the Morse code.,0
John von Neumann lived in U.S.,0
Christopher Cockerell lived in France.,0
R. Buckminster Fuller lived in U.S.,1
Thomas Tompion lived in U.K.,1
Christian Huygens invented the pendulum clock.,1
Vint Cerf lived in Italy.,0
Ada Lovelace invented the programming language (theoretical).,1
Nicolas Appert lived in France.,1
Whitcomb Judson invented the safety pin.,0
Hans Berger invented the flash freezing.,0
Nikolai Basov invented the molecular laser.,1
Wallace Carothers lived in Denmark.,0
Zhores Alferov invented the power loom.,0
Robert Chesebrough invented the roll film.,0
Narinder Singh Kapany invented the fiber optics.,1
John Shepherd-Barron invented the electric wheelchair.,0
Willem Einthoven invented the frameless parachute.,0
Stephanie Kwolek invented the co-discovery of HIV.,0
Maria Telkes invented the solar thermal storage system.,1
Carl Sontheimer lived in U.S.,1
Jacob Perkins invented the wrinkle-resistant fabric.,0
Philo Taylor Farnsworth invented the mechanical refrigeration (ice-making machine).,0
Karl Benz lived in U.S.,0
Carlos Glidden invented the typewriter.,1
Konrad Zuse lived in Poland/France.,0
James Clerk Maxwell lived in U.K.,1
Frank Bunker Gilbreth invented the Kirlian photography.,0
Joseph-Armand Bombardier invented the orangutan conservation.,0
Daniel Fahrenheit invented the mercury-in-glass thermometer.,1
Stephanie Kwolek invented the Kevlar.,1
Blaise Pascal invented the discovery of radium and polonium.,0
Nikola Tesla lived in Germany.,0
Charles Townes invented the maser.,1
Henry Ford invented the barbed wire.,0
Joseph Swan lived in Austrian Empire (modern-day Croatia)/U.S.,0
James Starley invented the bicycle improvements (tangential spokes.,1
James Murray Spangler lived in U.S.,1
Jean-Bernard-Léon Foucault invented the piano roll (used in player pianos).,0
John Wesley Hyatt lived in U.K.,0
Georges Claude invented the various inventions and concepts (theoretical).,0
Hans Goldschmidt lived in Germany.,1
Charles Cros invented the phonograph (independent inventor).,1
Christopher Cockerell invented the margarine.,0
Semyon Kirlian invented the friction match.,0
Samuel Fox invented the liquefied gas refrigeration.,0
Felix Hoffmann invented the aspirin synthesis.,1
John T. Parsons invented the Pullman railroad sleeping car.,0
Carl Elsener lived in Switzerland.,1
Vint Cerf lived in U.S.,1
Robert Moog invented the Moog synthesizer.,1
James Clerk Maxwell invented the electric stove.,0
Ignazio Porro invented the Porro prism.,1
Charles Fritts invented the refrigeration unit for trucks.,0
Otis Boykin invented the improved electrical resistor.,1
John Ambrose Fleming invented the vacuum tube diode.,1
Jacob Perkins invented the compression refrigeration.,1
Charles Tellier lived in France.,1
Elisha Gray invented the telegraph printer.,1
Elisha Gray lived in Austria/U.S.,0
George de Mestral lived in Canada.,0
Antoine Lavoisier invented the blood types.,0
Sir Charles Parsons lived in U.S.,0
Nikola Tesla invented the alternating current (AC) electrical system.,1
Carl Elsener invented the laser.,0
Garrett Morgan invented the adhesive (used in Post-it notes).,0
George Washington Carver invented the agricultural innovations.,1
Henry Bessemer lived in U.S.,0
James Dyson lived in Canada.,0
Jack Kilby lived in U.K.,0
Henry Bessemer invented the Bessemer process for steelmaking.,1
Joseph Marie Jacquard lived in France.,1
Carl Wilhelm Siemens lived in U.S.,0
Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.,1
James West invented the electret microphone.,1
Carl Sontheimer invented the food processor.,1
Joseph Bramah invented the vacuum tube diode.,0
Sir Humphry Davy lived in U.S.,0
Philipp Reis lived in Finland.,0
Samuel Colt lived in U.S.,1
John von Neumann invented the Google search engine.,0
Bette Nesmith Graham invented the Liquid Paper.,1
Ruth Handler invented the Barbie doll.,1
Biruté Galdikas invented the pasteurization.,0
Edwin H. Land invented the three-point seatbelt.,0
Bartolomeo Cristofori lived in U.S.,0
Mary Walton lived in U.S.,1
Felix Hoffmann lived in Germany.,1
Frederick Walton invented the linoleum.,1
John Wesley Hyatt invented the celluloid.,1
John Harrison invented the marine chronometer.,1
John Bardeen invented the transistor.,1
Yvonne Brill invented the electric wheelchair.,0
George Pullman invented the electromagnetic field theory.,0
Bartolomeo Cristofori invented the piano.,1
John Callcott Horsley invented the Christmas card.,1
Lester Wire lived in U.K.,0
Yoshua Bengio invented the deep learning (artificial neural networks).,1
R. Buckminster Fuller invented the geodesic dome.,1
John Kay invented the electric stove.,0
Thomas Wedgwood invented the photogram (proto-photography).,1
Cai Lun invented the papermaking process.,1
William Congreve invented the Congreve rocket.,1
Frederick G. Creed lived in Canada.,1
Florence Parpart invented the modern electric refrigerator.,1
Hans von Ohain lived in Canada.,0
Elihu Thomson lived in U.S.,1
Igor Sikorsky invented the practical helicopter.,1
Joseph Marie Jacquard invented the electrocardiograph (ECG).,0
Godfrey Hounsfield invented the electromagnetism discovery.,0
Yvonne Brill lived in U.S.,0
Pierre Curie lived in France.,1
Shinya Yamanaka invented the Siemens regenerative furnace.,0
James Hargreaves lived in Sweden.,0
Spencer Silver invented the Richter scale.,0
Robert Adler invented the ultrasonic remote control.,1
Nikolay Slavyanov lived in Russia.,1
Dr. Robert Gallo lived in U.S.,1
Charles Goodyear lived in U.K.,0
Samuel Morse lived in U.S.,1
Daniel Fahrenheit lived in Poland/Germany.,1
John Logie Baird lived in Scotland.,1
Henri Giffard lived in France.,1
George Eastman invented the roll film.,1
Eugene Polley lived in U.S.,1
Hans Oersted invented the wireless remote control.,0
Nikolai Basov invented the typewriter.,0
Zhores Alferov lived in Russia.,1
Ferdinand Carré lived in France.,1
Richard Trevithick lived in U.K.,1
Edmund Cartwright lived in U.S.,0
Herbert Saffir invented the Saffir-Simpson Hurricane Scale.,1
John Walker lived in U.K.,1
Mary Phelps Jacob invented the practical helicopter.,0
Leon Theremin invented the theremin.,1
Thomas Tompion invented the cylinder escapement (clockmaking).,1
Semyon Kirlian lived in U.K.,0
John von Neumann invented the stored-program computer architecture.,1
Konrad Zuse invented the programmable computer (Z3).,1
Blaise Pascal lived in France.,1
Mary Phelps Jacob lived in Ukraine/U.S.,0
Luther Simjian lived in U.S.,0
Benjamin Rubin lived in U.S.,1
Ferdinand Carré invented the Post-it notes.,0
Willem Einthoven lived in Netherlands.,1
Heinrich Hertz invented the electromagnetic waves discovery.,1
Linus Torvalds invented the Linux operating system.,1
Konrad Zuse invented the discovery of radium and polonium.,0
Charles Francis Jenkins invented the gasoline-powered automobile.,0
Mary Walton invented the noise reduction system for elevated railways.,1
Godfrey Hounsfield lived in U.K.,1
Yoshiro Nakamatsu lived in Japan.,1
Alessandro Volta invented the assembly line production.,0
Sir Isaac Newton lived in U.S.,0
Ferdinand von Zeppelin lived in France.,0
John Kay invented the flying shuttle.,1
Auguste and Louis Lumière lived in France.,1
Thomas Edison lived in U.K.,0
Charles Babbage invented the stored-program computer architecture.,0
Albert Ghiorso invented the Turing machine (theoretical).,0
Cai Lun lived in China.,1
Evangelista Torricelli invented the barometer.,1
Chester Carlson invented the programming language (theoretical).,0
Willem Einthoven invented the electrocardiograph (ECG).,1
George Antheil invented the Band-Aid.,0
John Shepherd-Barron invented the ATM.,1
Linus Torvalds lived in Stephanie.,0
