statement,label
Tokyo is a name of a city.,1
Manama is a name of a city.,1
Prague is a name of a city.,1
Athens is a city in Bangladesh,0
Port Moresby is a city in Papua New Guinea,1
Budapest is a city in Hungary,1
Federated States of Micronesia is a name of a country.,1
Palau is a name of a country.,1
Chad is a name of a country.,1
Nuuk is a name of a city.,1
Melekeok is a name of a city.,1
Singapore is a name of a country.,1
Latvia is a name of a city.,0
Quito is a city in Kazakhstan,0
Antananarivo is a city in Montenegro,0
Ashgabat is a city in Costa Rica,0
Antigua and Barbuda is a name of a city.,0
Avarua is a city in Syria,0
St. Peter Port is a city in Guernsey,1
Muscat is a name of a country.,0
Dodoma is a city in United Kingdom,0
Budapest is a name of a country.,0
Episkopi Cantonment is a city in Akrotiri and Dhekelia,1
Chisinau is a name of a city.,1
Copenhagen is a name of a city.,1
Tarawa is a city in Mexico,0
Ivory Coast is a name of a city.,0
Kinshasa is a name of a city.,1
Santo Domingo is a name of a country.,0
Namibia is a name of a country.,1
South Africa is a name of a city.,0
Ethiopia is a name of a city.,0
Tskhinvali is a city in South Ossetia,1
Iceland is a name of a country.,1
Windhoek is a city in Namibia,1
Tórshavn is a city in Faroe Islands,1
Central African Republic is a name of a city.,0
Nassau is a city in Bahamas,1
Dublin is a city in Ireland,1
Copenhagen is a city in  Vatican City,0
Sri Lanka is a name of a city.,0
Douglas is a name of a city.,1
Flying Fish Cove is a name of a city.,1
Bolivia is a name of a city.,0
Northern Cyprus is a name of a city.,0
San Marino is a city in San Marino,1
Melekeok is a city in Saint Helena,0
Philippines is a name of a country.,1
Suriname is a name of a city.,0
Denmark is a name of a country.,1
N'Djamena is a name of a city.,1
France is a name of a country.,1
Nepal is a name of a city.,0
Juba is a name of a city.,1
Christmas Island is a name of a country.,1
Bujumbura is a name of a city.,1
Pakistan is a name of a city.,0
Ljubljana is a city in Slovenia,1
Jerusalem is a city in Israel,1
St. Peter Port is a name of a country.,0
Bangui is a name of a city.,1
Ottawa is a name of a country.,0
Wellington is a name of a country.,0
Azerbaijan is a name of a country.,1
Jamestown is a city in Saint Helena,1
Gibraltar is a city in Gibraltar,1
Georgia is a name of a city.,0
Santo Domingo is a city in Dominican Republic,1
Ottawa is a name of a city.,1
Samoa is a name of a country.,1
Hanoi is a city in Vietnam,1
Prague is a city in Czech Republic,1
Saipan is a name of a country.,0
Beijing is a name of a country.,0
Skopje is a name of a city.,1
Hanga Roa is a name of a city.,1
Rabat is a city in Macedonia,0
Abu Dhabi is a name of a city.,1
Reykjavík is a city in El Salvador,0
Jamestown is a name of a country.,0
Italy is a name of a city.,0
Saint Kitts and Nevis is a name of a city.,0
Vatican City is a city in Germany,0
Accra is a city in Australia,0
Norway is a name of a city.,0
Avarua is a city in Cook Islands,1
Saint Vincent and the Grenadines is a name of a city.,0
Armenia is a name of a city.,0
Vaduz is a city in Nagorno-Karabakh Republic,0
Libreville is a city in Vietnam,0
Malawi is a name of a city.,0
Antananarivo is a city in Madagascar,1
Tokyo is a name of a country.,0
Bissau is a city in Angola,0
Niger is a name of a country.,1
Victoria is a city in Seychelles,1
Nepal is a name of a country.,1
Melekeok is a city in Palau,1
Chile is a name of a city.,0
Andorra is a name of a city.,0
Christmas Island is a name of a city.,0
Washington D.C. is a city in Saudi Arabia,0
Kyrgyzstan is a name of a country.,1
Asunción is a city in Liechtenstein,0
Episkopi Cantonment is a city in Guatemala,0
Moscow is a name of a country.,0
Kuwait is a name of a city.,0
Mauritania is a name of a country.,1
Sofia is a city in Bulgaria,1
Stepanakert is a city in Nagorno-Karabakh Republic,1
Kiev is a name of a city.,1
Castries is a city in Brazil,0
Grenada is a name of a city.,0
Philippines is a name of a city.,0
Roseau is a city in Dominica,1
Nassau is a city in British Virgin Islands,0
Sierra Leone is a name of a country.,1
Uganda is a name of a city.,0
Seychelles is a name of a country.,1
Colombia is a name of a city.,0
Madrid is a name of a city.,1
Copenhagen is a name of a country.,0
Bangladesh is a name of a city.,0
Saudi Arabia is a name of a city.,0
Sana'a is a city in Yemen,1
Tallinn is a city in Pitcairn Islands,0
Asmara is a city in Eritrea,1
Niamey is a name of a country.,0
Mali is a name of a country.,1
Helsinki is a name of a city.,1
Kabul is a name of a city.,1
Nouméa is a city in São Tomé and Príncipe,0
Kinshasa is a name of a country.,0
Conakry is a name of a city.,1
Puerto Rico is a name of a country.,1
Zimbabwe is a name of a country.,1
Valletta is a city in Malta,1
Tunis is a city in Tunisia,1
Paris is a name of a city.,1
Edinburgh of the Seven Seas is a city in Tristan da Cunha,1
Singapore is a name of a city.,1
Moroni is a city in Comoros,1
Lebanon is a name of a country.,1
Iran is a name of a city.,0
Tunis is a name of a city.,1
Romania is a name of a country.,1
Paramaribo is a city in Tonga,0
Pretoria is a name of a country.,0
San Salvador is a city in El Salvador,1
Pristina is a name of a city.,1
Yamoussoukro is a city in East Timor,0
Dhaka is a name of a city.,1
Cayman Islands is a name of a city.,0
Paramaribo is a city in Guinea,0
Riga is a name of a city.,1
Episkopi Cantonment is a city in Solomon Islands,0
Manama is a city in Bahrain,1
Kuala Lumpur is a city in Malaysia,1
Tunisia is a name of a country.,1
Thailand is a name of a city.,0
Tehran is a name of a city.,1
British Virgin Islands is a name of a city.,0
Syria is a name of a country.,1
Cayenne is a name of a city.,1
Sri Jayawardenepura Kotte is a name of a country.,0
United Arab Emirates is a name of a country.,1
Athens is a name of a city.,1
Pitcairn Islands is a name of a city.,0
Addis Ababa is a city in Cambodia,0
St. Helier is a city in Montserrat,0
Kyrgyzstan is a name of a city.,0
Dominica is a name of a city.,0
Andorra la Vella is a city in Liberia,0
Seoul is a name of a country.,0
Eritrea is a name of a city.,0
Guatemala City is a city in Guatemala,1
Brunei is a name of a country.,1
Cocos Islands is a name of a country.,1
Port-au-Prince is a name of a country.,0
Port Vila is a name of a country.,0
Papeete is a city in Botswana,0
Bogotá is a city in Colombia,1
Harare is a city in French Guiana,0
Greece is a name of a city.,0
Avarua is a name of a country.,0
Managua is a name of a city.,1
Lisbon is a name of a city.,1
Nairobi is a city in Andorra,0
Nicosia is a name of a country.,0
Bogotá is a name of a city.,1
Macedonia is a name of a city.,0
Mexico is a name of a city.,0
Zagreb is a name of a country.,0
Guatemala City is a name of a country.,0
Paris is a city in France,1
Riga is a city in Latvia,1
United States is a name of a country.,1
Dominican Republic is a name of a country.,1
Abuja is a city in Nigeria,1
Seoul is a city in Samoa,0
Croatia is a name of a country.,1
Tripoli is a city in Libya,1
Cambodia is a name of a city.,0
Chisinau is a city in Moldova,1
Stockholm is a name of a city.,1
Apia is a name of a country.,0
Turkey is a name of a country.,1
Asmara is a city in Isle of Man,0
Pitcairn Islands is a name of a country.,1
Venezuela is a name of a city.,0
Akrotiri and Dhekelia is a name of a country.,1
Melekeok is a name of a country.,0
Castries is a city in Saint Lucia,1
Niue is a name of a city.,0
Harare is a city in Falkland Islands,0
Madrid is a city in Spain,1
Mbabane is a city in Austria,0
Podgorica is a name of a country.,0
Asmara is a name of a country.,0
Berlin is a city in Germany,1
Greece is a name of a country.,1
Palikir is a name of a country.,0
Dodoma is a name of a country.,0
Luxembourg is a name of a country.,1
St. John's is a name of a country.,0
Victoria is a name of a city.,1
St. Pierre is a name of a country.,0
Washington D.C. is a name of a country.,0
Accra is a name of a city.,1
Bahrain is a name of a country.,1
Taiwan is a name of a city.,0
Aruba is a name of a city.,0
Sierra Leone is a name of a city.,0
Liberia is a name of a city.,0
Kuala Lumpur is a name of a country.,0
Zagreb is a name of a city.,1
Transnistria is a name of a city.,0
Bahamas is a name of a country.,1
Sofia is a name of a country.,0
Bridgetown is a name of a country.,0
Saint Martin is a name of a city.,0
St. George's is a city in Grenada,1
Vienna is a name of a city.,1
Gustavia is a name of a country.,0
Mata-Utu is a city in Saint Barthélemy,0
Canberra is a name of a city.,1
Kabul is a name of a country.,0
Nouakchott is a city in Mauritania,1
Dublin is a city in Ascension Island,0
Falkland Islands is a name of a country.,1
Khartoum is a name of a country.,0
Saint Lucia is a name of a city.,0
Islamabad is a city in Pakistan,1
Charlotte Amalie is a name of a country.,0
Reykjavík is a city in Iceland,1
Ecuador is a name of a city.,0
Vaduz is a city in Liechtenstein,1
Buenos Aires is a name of a city.,1
Hargeisa is a name of a country.,0
Saint Lucia is a name of a country.,1
Bangui is a name of a country.,0
Portugal is a name of a city.,0
Brazzaville is a name of a city.,1
Tarawa is a name of a city.,1
Luxembourg is a name of a city.,1
Paramaribo is a name of a country.,0
Suva is a name of a country.,0
Jamestown is a name of a city.,1
Wellington is a name of a city.,1
Oranjestad is a name of a city.,1
Nicosia is a name of a city.,1
Saint Barthélemy is a name of a city.,0
Buenos Aires is a city in Argentina,1
Bishkek is a name of a country.,0
Kingston is a city in Norfolk Island,1
Damascus is a city in Syria,1
Belize is a name of a city.,0
Vatican City is a city in  Vatican City,1
Freetown is a city in Sierra Leone,1
Hanoi is a name of a city.,1
Gibraltar is a name of a city.,0
Tokyo is a city in Japan,1
Belarus is a name of a country.,1
South Korea is a name of a city.,0
Mauritius is a name of a city.,0
Addis Ababa is a city in Nauru,0
Kigali is a city in Northern Cyprus,0
Tajikistan is a name of a city.,0
Yaoundé is a name of a city.,1
Cayman Islands is a name of a country.,1
Kazakhstan is a name of a country.,1
Bishkek is a city in Kyrgyzstan,1
Belmopan is a city in Belize,1
Azerbaijan is a name of a city.,0
Kabul is a city in Afghanistan,1
Senegal is a name of a country.,1
Ashgabat is a city in Trinidad and Tobago,0
Sri Lanka is a name of a country.,1
Sukhumi is a city in Christmas Island,0
Port Louis is a city in Belarus,0
Easter Island is a name of a country.,1
Montevideo is a name of a country.,0
Togo is a name of a city.,0
Mata-Utu is a name of a city.,1
Saudi Arabia is a name of a country.,1
Majuro is a name of a city.,1
Costa Rica is a name of a city.,0
Andorra la Vella is a name of a country.,0
Nouakchott is a name of a country.,0
Cairo is a name of a city.,1
Port-au-Prince is a city in Haiti,1
Guatemala is a name of a country.,1
Ouagadougou is a city in Ireland,0
West Island is a city in Cocos Islands,1
Tbilisi is a city in United States Virgin Islands,0
Mata-Utu is a city in Wallis and Futuna,1
Jersey is a name of a city.,0
Chisinau is a name of a country.,0
Port of Spain is a name of a city.,1
Jamaica is a name of a country.,1
East Timor is a name of a country.,1
Brussels is a name of a city.,1
Podgorica is a city in Argentina,0
Gibraltar is a name of a country.,0
Paramaribo is a city in Tuvalu,0
Adamstown is a city in Northern Mariana Islands,0
Bamako is a name of a city.,1
Luanda is a city in Angola,1
Kenya is a name of a city.,0
Canberra is a city in Australia,1
Cyprus is a name of a country.,1
Jamestown is a city in Abkhazia,0
Gibraltar is a name of a country.,1
Kinshasa is a city in Democratic Republic of the Congo,1
Vatican City is a name of a city.,1
Beirut is a city in Lebanon,1
New Zealand is a name of a country.,1
Nuku?alofa is a name of a country.,0
Iraq is a name of a city.,0
Hagåtña is a city in Guam,1
Bahrain is a name of a city.,0
Easter Island is a name of a city.,0
Pago Pago is a city in American Samoa,1
Gaborone is a name of a country.,0
Monaco is a city in Romania,0
Kampala is a city in Gabon,0
Kuwait is a name of a country.,1
Zambia is a name of a country.,1
El Aaiún is a city in Sahrawi Arab Democratic Republic ,1
Yaren is a city in Nauru,1
Banjul is a name of a country.,0
London is a name of a country.,0
Willemstad is a city in Curaçao,1
Bosnia and Herzegovina is a name of a country.,1
 Vatican City is a name of a country.,1
Tegucigalpa is a name of a country.,0
Port of Spain is a city in Turkmenistan,0
Caracas is a name of a country.,0
Ghana is a name of a city.,0
San Marino is a city in Rwanda,0
Oslo is a city in Tunisia,0
Plymouth is a name of a city.,1
Ascension Island is a name of a city.,0
Damascus is a name of a city.,1
Yerevan is a name of a city.,1
Libya is a name of a city.,0
Burundi is a name of a country.,1
Bern is a name of a country.,0
Papua New Guinea is a name of a country.,1
Bissau is a city in Guinea-Bissau,1
Cairo is a name of a country.,0
Czech Republic is a name of a country.,1
St. Pierre is a name of a city.,1
Jakarta is a name of a city.,1
Maseru is a city in Guyana,0
Athens is a city in Greece,1
Guatemala City is a name of a city.,1
Ireland is a name of a city.,0
Romania is a name of a city.,0
Bratislava is a name of a country.,0
Gustavia is a name of a city.,1
Sana'a is a city in Somaliland,0
Maseru is a name of a city.,1
Niamey is a name of a city.,1
Trinidad and Tobago is a name of a city.,0
San Salvador is a name of a country.,0
Edinburgh of the Seven Seas is a city in South Korea,0
Addis Ababa is a name of a city.,1
Baku is a city in Azerbaijan,1
Isle of Man is a name of a country.,1
Port Louis is a name of a country.,0
Nouakchott is a name of a city.,1
Thimphu is a name of a country.,0
Grytviken is a city in Sierra Leone,0
Dakar is a name of a country.,0
Nicosia is a city in Cyprus,1
French Polynesia is a name of a country.,1
Sana'a is a name of a country.,0
Turks and Caicos Islands is a name of a city.,0
Bogotá is a name of a country.,0
Ouagadougou is a name of a city.,1
Phnom Penh is a city in United States,0
Podgorica is a city in Montenegro,1
Zambia is a name of a city.,0
Kiribati is a name of a country.,1
Gustavia is a city in Saint Barthélemy,1
Netherlands is a name of a city.,0
Syria is a name of a city.,0
Lithuania is a name of a city.,0
Kathmandu is a city in Taiwan,0
Papeete is a name of a country.,0
N'Djamena is a city in Chad,1
Nicosia is a city in Northern Cyprus,1
Muscat is a city in Oman,1
Haiti is a name of a city.,0
Luxembourg is a city in Luxembourg,1
Monaco is a name of a country.,1
Andorra la Vella is a city in Oman,0
Vilnius is a name of a country.,0
Tonga is a name of a country.,1
Papeete is a city in French Polynesia,1
Ukraine is a name of a city.,0
Berlin is a name of a city.,1
Lithuania is a name of a country.,1
Basseterre is a city in Saint Kitts and Nevis,1
Paraguay is a name of a country.,1
Tallinn is a name of a city.,1
Peru is a name of a country.,1
South Africa is a name of a country.,1
Somalia is a name of a city.,0
Ottawa is a city in Canada,1
Belmopan is a name of a country.,0
Suva is a city in Fiji,1
Cockburn Town is a name of a city.,1
Cocos Islands is a name of a city.,0
London is a name of a city.,1
Faroe Islands is a name of a country.,1
Lisbon is a city in Portugal,1
Rome is a city in Malaysia,0
Doha is a city in Czech Republic,0
Amsterdam is a city in Saint Vincent and the Grenadines,0
Saint Barthélemy is a name of a country.,1
Sucre is a city in Uzbekistan,0
Basseterre is a name of a city.,1
Paraguay is a name of a city.,0
Bissau is a name of a city.,1
Nairobi is a name of a country.,0
Baku is a name of a country.,0
Reykjavík is a name of a city.,1
Montserrat is a name of a city.,0
Road Town is a name of a country.,0
San Marino is a name of a country.,0
Paramaribo is a city in Suriname,1
France is a name of a city.,0
Moldova is a name of a city.,0
Qatar is a name of a city.,0
Libreville is a city in Gabon,1
Stanley is a name of a country.,0
Mbabane is a name of a country.,0
Tbilisi is a name of a city.,1
Kingstown is a name of a city.,1
Khartoum is a name of a city.,1
Vienna is a name of a country.,0
Kinshasa is a city in South Ossetia,0
Cameroon is a name of a country.,1
Edinburgh of the Seven Seas is a name of a country.,0
Dhaka is a name of a country.,0
Nouméa is a name of a country.,0
Burundi is a name of a city.,0
Kathmandu is a name of a city.,1
Rome is a name of a city.,1
Ankara is a city in Turkey,1
Buenos Aires is a name of a country.,0
New Caledonia is a name of a country.,1
Sukhumi is a name of a country.,0
Douglas is a name of a country.,0
Kigali is a name of a city.,1
Greenland is a name of a city.,0
Brazil is a name of a country.,1
Hanoi is a city in Grenada,0
Vanuatu is a name of a country.,1
San Juan is a city in Afghanistan,0
Bolivia is a name of a country.,1
Lima is a name of a country.,0
Doha is a city in Qatar,1
Oranjestad is a city in Papua New Guinea,0
Hanoi is a name of a country.,0
Tskhinvali is a city in Pakistan,0
Northern Mariana Islands is a name of a city.,0
Jordan is a name of a city.,0
Rome is a city in Netherlands,0
Cockburn Town is a name of a country.,0
Lomé is a city in Togo,1
Kazakhstan is a name of a city.,0
Doha is a city in Comoros,0
Netherlands is a name of a country.,1
Kiev is a city in Kiribati,0
Dushanbe is a city in Tajikistan,1
Bulgaria is a name of a country.,1
Suva is a name of a city.,1
Ankara is a name of a city.,1
Antananarivo is a city in Denmark,0
Bucharest is a name of a city.,1
Tashkent is a city in Bhutan,0
Bridgetown is a name of a city.,1
Addis Ababa is a city in Ethiopia,1
Moroni is a name of a city.,1
Baku is a city in Burkina Faso,0
Vientiane is a city in Kyrgyzstan,0
Amsterdam is a city in Republic of the Congo,0
Sahrawi Arab Democratic Republic  is a name of a city.,0
Hagåtña is a name of a city.,1
Palau is a name of a city.,0
Chisinau is a city in Egypt,0
Saint Helena is a name of a country.,1
Mexico City is a name of a city.,1
Czech Republic is a name of a city.,0
Turkmenistan is a name of a city.,0
Democratic Republic of the Congo is a name of a country.,1
Marigot is a name of a city.,1
Baku is a city in Paraguay,0
Peru is a name of a city.,0
Cayenne is a name of a country.,0
Akrotiri and Dhekelia is a name of a city.,0
Asunción is a city in Paraguay,1
Guinea is a name of a country.,1
El Aaiún is a name of a country.,0
Tallinn is a city in Somalia,0
Georgetown is a name of a city.,1
Falkland Islands is a name of a city.,0
Monrovia is a city in Bosnia and Herzegovina,0
Roseau is a city in Georgia,0
Tegucigalpa is a city in Honduras,1
St. John's is a city in Azerbaijan,0
Amman is a city in Jordan,1
Bratislava is a city in Finland,0
Tarawa is a city in Niue,0
Port Moresby is a city in Togo,0
Jerusalem is a name of a country.,0
Muscat is a name of a city.,1
Bosnia and Herzegovina is a name of a city.,0
Namibia is a name of a city.,0
Yaoundé is a name of a country.,0
Kingston is a city in Singapore,0
Bangkok is a name of a city.,1
Dominican Republic is a name of a city.,0
Lima is a city in Laos,0
Maldives is a name of a city.,0
Georgetown is a name of a country.,0
Bahamas is a name of a city.,0
Managua is a city in Portugal,0
São Tomé and Príncipe is a name of a city.,0
Sahrawi Arab Democratic Republic  is a name of a country.,1
French Guiana is a name of a city.,0
Oranjestad is a city in Ghana,0
Iceland is a name of a city.,0
Yemen is a name of a city.,0
Finland is a name of a country.,1
San Juan is a name of a country.,0
West Island is a name of a city.,1
Canada is a name of a city.,0
Astana is a name of a city.,1
India is a name of a city.,0
Malé is a city in Maldives,1
Cuba is a name of a city.,0
Singapore is a city in Equatorial Guinea,0
Bhutan is a name of a city.,0
Tajikistan is a name of a country.,1
Berlin is a name of a country.,0
Tripoli is a name of a city.,1
